field,kind,rows,non_null,missing,unique,mean,std,min,median,max
heat_rate,numeric,172,172,0,172,9248.71635917445,420.59168238750755,8357.555526721273,9243.253935453204,12101.405598043479
raw_coal_consumption_g,numeric,172,172,0,172,360.30143819111447,17.95432403271853,322.98507788927003,359.34826266235643,459.9728260869565
avg_generation_mw,numeric,172,172,0,172,623.3864322662304,56.41445520642095,88.58845776349992,642.6551006346408,649.4223732716592
