日期,煤源_保證_A,煤源_保證_B,煤源_保證_C,煤源_保證_D,用煤量_保證_A,用煤量_保證_B,用煤量_保證_C,用煤量_保證_D,熱值_kcalkg_保證_A,熱值_kcalkg_保證_B,熱值_kcalkg_保證_C,熱值_kcalkg_保證_D,揮發份_pct_保證_A,揮發份_pct_保證_B,揮發份_pct_保證_C,揮發份_pct_保證_D,總水份_pct_保證_A,總水份_pct_保證_B,總水份_pct_保證_C,總水份_pct_保證_D,灰份_pct_保證_A,灰份_pct_保證_B,灰份_pct_保證_C,灰份_pct_保證_D,用煤量合計_保證,發電量_保證_MWh,平均熱值_保證_kcalkg,保證時段發電量_avg_MW,保證時段發電量_max_MW,保證時段發電量_min_MW,燃燒器角度_度,主蒸汽溫度_C,再熱蒸汽溫度_C,溫度Tag_C,原煤耗_g,未燃碳_飛灰保證_pct,熱耗率,SCR入口NOx,SCR入口CO,冷凝器真空度,冷凝器出口水溫_C,燃燒風門開度_A_pct,燃燒風門開度_B_pct,燃燒風門開度_C_pct,燃燒風門開度_D_pct,火上風門開度_FCP,火上風門開度_FCS,火上風門開度_FCT,火上風門開度_FCF
2026-01-15,澳洲,澳洲,印尼,印尼,725.4375,701.25,780.9375,623.4375,6327,6327,6317,6317,29.75,29.75,38.07,38.07,10,10,14.8,14.8,13.9,13.9,3.97,3.97,2831.0625,8281,6322.039406583217,636.0906617928039,644.7112426757812,628.7868041992188,-30,524.2879646486875,520.779775387499,371.70322112450987,340.50829013822437,4.535547659202796,9006.875875481792,102.60252436052974,1952.2571531483825,7.010694980621338,38.40625,60,60,60,60,1,1,1,1
2026-01-16,澳洲,澳洲,印尼,印尼,704.8125,684.5,793.625,611.34375,6327,6327,6317,6317,29.75,29.75,38.07,38.07,10,10,14.8,14.8,13.9,13.9,3.97,3.97,2794.28125,8303,6321.971985192972,637.9909670310252,645.037109375,630.0938110351562,-30,527.4125442016446,523.9415282421625,370.93649534257213,339.1466593610945,5.125518231425887,8970.877534352794,98.93687833622384,2313.1891538886193,6.8125,38.03125,60,60,60,60,1.5,1.5,1.5,1.5
2026-01-17,澳洲,澳洲,印尼,印尼,706.5,689.25,804.75,618.625,6327,6327,6317,6317,29.75,29.75,38.07,38.07,10,10,14.8,14.8,13.9,13.9,3.97,3.97,2819.125,8282,6321.95100430098,636.5510349907838,643.9703979492188,627.7102661132812,-30,524.2640161257852,520.7978463264494,371.1770722881322,340.4653406067057,6.130647029990929,9005.713328100055,99.24771844959137,1891.5487668553938,6.90915584564209,38.34375,60,60,60,60,1.5,1.5,1.5,1.5
2026-01-19,澳洲,澳洲,印尼,印尼,715.0625,711.5,738.9375,630.59375,6327,6327,6317,6317,29.75,29.75,38.07,38.07,10,10,14.8,14.8,13.9,13.9,3.97,3.97,2796.09375,8249,6322.101983794356,635.007525041585,644.4970092773438,629.0043334960938,-26.161455293623646,519.9830921676187,516.4890592724047,371.3594296268556,339.0920675639659,4.347947774375438,8969.55652187167,99.00399707007804,1799.5584141612817,7.0625,38.66913986206055,60,60,60,60,1.5,1.5,1.5,1.5
2026-01-20,澳洲,澳洲,印尼,印尼,717.4375,672.0625,758.3125,625.875,6327,6327,6317,6317,29.75,29.75,38.07,38.07,10,10,14.8,14.8,13.9,13.9,3.97,3.97,2773.6875,8193,6322.009576601546,630.6451347331562,643.007568359375,583.9759521484375,-24.88312936653401,519.7320741465394,516.2093006090074,370.9336366152794,338.16269495950195,4.7288825290614875,8944.889637827164,102.36854222061997,1504.4082571364243,7,38.669097900390625,60,60,60,60,1.5,1.5,1.5,1.5
2026-01-21,澳洲,澳洲,印尼,印尼,743.5,726.3125,760.25,613.25,6293,6293,6317,6084.5,29.17,29.17,38.07,37.34,10,10,14.8,14.85,12.74,12.74,3.97,6.19,2843.3125,8257,6254.4475633613965,634.6468319319703,653.640380859375,607.849609375,-27.78961220715629,525.3881285761444,521.914081959352,371.34486652916434,345.2772869715962,7.2138869396334115,9035.129640177023,104.11456446336265,1566.6754258237636,6.8231353759765625,38.25,60,60,60,60,1.5,1.5,1.5,1.5
2026-01-22,澳洲,澳洲,印尼,印尼,715.4375,707.375,742.25,622.125,6293,6293,6084.5,6084.5,29.17,29.17,37.34,37.34,10,10,14.85,14.85,12.74,12.74,6.19,6.19,2787.1875,8112,6190.935755129499,624.7781588269012,638.76171875,607.5391845703125,-25.512535852293045,522.6793388728144,519.2239351748809,369.89961493076424,346.2269133783139,4.88563840738335,8971.469616557624,121.9569023230137,675.1663662254734,6.875,38.13778305053711,60,60,60,60,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-01-23,澳洲,澳洲,印尼,印尼,743.125,740.3125,719.9375,610.90625,6293,6293,6084.5,6084.5,29.17,29.17,37.34,37.34,10,10,14.85,14.85,12.74,12.74,6.19,6.19,2814.28125,8087,6194.402561710916,621.0933727059523,636.8433837890625,608.90478515625,-27.235034742367557,520.4075522135834,516.941679188903,369.91752958603,348.3324588721143,9.93164983116186,9026.23850649076,124.6036624786338,614.8954181744408,6.670625686645508,37.81831741333008,60,60,60,60,1,1,1,1
2026-01-24,澳洲,澳洲,印尼,印尼,820.125,839.5625,658,575.25,6334,6334,6084.5,6084.5,29.42,29.42,37.34,37.34,11.2,11.2,14.85,14.85,11.6,11.6,6.19,6.19,2892.9375,8232,6227.638948300819,634.860002132328,646.6327514648438,621.4393310546875,-30,524.8467125105034,521.3502972513704,376.2800694659791,351.7386591060707,6.2702766845878255,9155.18111641094,118.21460043971884,1040.9489763482127,6.778505325317383,37.875,60,60,60,60,1,1,1,1
2026-01-26,澳洲,澳洲,印尼,印尼,784.1875,717.75,749.1875,649.9375,6334,6334,6084.5,6084.5,29.42,29.42,37.34,37.34,11.2,11.2,14.85,14.85,11.6,11.6,6.19,6.19,2901.0625,8304,6213.671090333283,639.952808116708,651.611328125,633.5440063476562,-30,526.4441539261313,522.9580676754061,380.3211384674346,351.3702831752769,4.196502082319956,9135.847649131243,120.39577130502073,1443.4110520444667,6.7734375,38,60,60,60,60,1,1,1,1
2026-01-27,澳洲,澳洲,印尼,印尼,812.4375,683.6875,740.9375,668,6334,6334,6084.5,6084.5,29.42,29.42,37.34,37.34,11.2,11.2,14.85,14.85,11.6,11.6,6.19,6.19,2905.0625,8309,6212.994029818636,638.2526035942994,645.5635375976562,630.3759155273438,-30,521.9678995716129,518.4933755364217,379.26151935025456,352.7661354449672,6.534467427551238,9171.870749826056,117.85589976683164,1232.598936190831,6.75,37.90083694458008,60,60,60,60,1,1,1,1
2026-01-28,澳洲,澳洲,印尼,印尼,812.5,676.125,734.25,669.8125,6334,6334,6084.5,6084.5,29.42,29.42,37.34,37.34,11.2,11.2,14.85,14.85,11.6,11.6,6.19,6.19,2892.6875,8263,6212.896841172785,634.8231617959259,643.9766845703125,626.7435913085938,-30,520.7632783115597,517.3098101548745,378.870429670307,348.9988853397218,7.330030911443096,9073.750011105012,118.6583896495316,1237.4139951151556,6.783863544464111,37.79967498779297,60,60,60,60,1,1,1,1
2026-01-29,澳洲,澳洲,印尼,印尼,823.25,682.125,712.75,637.625,6334,6334,6084.5,6084.5,29.42,29.42,37.34,37.34,11.2,11.2,14.85,14.85,11.6,11.6,6.19,6.19,2855.75,8257,6216.020988356824,634.9189386782439,644.1572875976562,626.7363891601562,-30,523.1579345234225,519.6729094716559,380.63783381535455,346.50348775115145,5.325410508758228,9009.410288740737,119.30019789475661,1363.6806670712754,6.7734375,37.95033264160156,60,60,60,60,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-01-30,澳洲,澳洲,印尼,印尼,814.8125,684.3125,716.625,664.875,6334,6334,6084.5,6084.5,29.42,29.42,37.34,37.34,11.2,11.2,14.85,14.85,11.6,11.6,6.19,6.19,2880.625,8271,6214.343935777826,635.2352475998042,644.70361328125,627.289794921875,-30,521.5668992202504,518.0437166065016,381.1355983524103,351.0173934753662,8.547760668589335,9127.46581893309,116.9059360030366,1810.5643863067432,6.75,37.83098220825195,60,60,60,60,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-01-31,澳洲,澳洲,印尼,印尼,808.1875,676.375,700.3125,661.5625,6334,6334,6084.5,6084.5,29.42,29.42,37.34,37.34,11.2,11.2,14.85,14.85,11.6,11.6,6.19,6.19,2846.4375,8253,6214.626989877698,634.179287025081,643.459716796875,625.9317016601562,-30,520.4671421417354,517.0167368401638,379.87242718451154,345.99360042663824,6.140958744112283,8996.86597656823,117.45019994288798,2096.8197599989808,6.69921875,37.76285934448242,60,60,60,60,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-02-02,澳洲,澳洲,印尼,印尼,855,734.0625,717.6875,717,6334,6334,5858,5858,29.42,29.42,37.64,37.64,11.2,11.2,16.15,16.15,11.6,11.6,7.74,7.74,3023.75,8256,6108.150888797024,633.905549032304,642.9912719726562,619.448974609375,-30,521.0215905230979,517.6060117833755,377.36953454371303,368.01299133910726,5.940796766506503,9407.777798267824,98.49000221506104,1744.4557599314035,6.9661784172058105,38.367801666259766,60,60,60,60,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-02-03,澳洲,澳洲,印尼,印尼,835,664.125,776.8125,686.0625,6334,6334,5991.5,5991.5,29.42,29.42,37.67,37.67,11.2,11.2,14.9,14.9,11.6,11.6,6.25,6.25,2962,8258,6164.845817859555,634.9129974287184,644.7164306640625,628.77294921875,-30,521.8674317967251,518.3162821503856,380.6847057293748,358.8931718061674,7.408753945687579,9258.58141443065,103.38762153566951,1120.6605895449743,6.784173965454102,37.91910934448242,60,60,60,60,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142
2026-02-04,澳洲,澳洲,印尼,印尼,828.0625,697.375,744,680.3125,6334,6334,6131,6131,29.42,29.42,29.85,29.85,11.2,11.2,14.89,14.89,11.6,11.6,4.1,4.1,2949.75,8225,6235.979680481397,631.6589204832111,646.830078125,614.6665649414062,-29.653580324119314,523.9867438587081,520.3560159200292,383.77227837838177,361.90889660699975,7.805464981640268,9442.226490248466,71.51216490357123,1666.2474653434265,6.73756217956543,37.875,60,60,60,60,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-02-05,澳洲,澳洲,印尼,印尼,843.25,699.9375,715.6875,686.6875,6293,6334,5858,5858,29.17,0,37.64,37.64,10,0,16.15,16.15,12.74,0,7.74,7.74,2945.5625,8240,6095.640179082942,634.9061174709778,653.6173095703125,614.3155517578125,-30,525.7896189189628,522.2849550759396,379.8009084716172,356.17741289547456,5.786008698038081,9081.693053998131,97.95223321946686,1730.1086128117788,6.39935302734375,36.919002532958984,60,60,60,60,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071
2026-02-06,澳洲,澳洲,印尼,印尼,802.3125,700.0625,729.5,685.5,6220,6220,5858,5858,29.85,29.85,37.64,37.64,11.9,11.9,16.15,16.15,13.1,13.1,7.74,7.74,2917.375,8254,6044.420926346459,635.0828763761789,641.9400024414062,627.94140625,-30,525.2264970940397,521.7430899929817,374.85746406106387,354.61596026940606,3.6174214912216507,8972.09026226274,102.94034779346202,1971.034328372887,6.66015625,37.53125,60,60,60,60,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-02-07,澳洲,澳洲,印尼,印尼,790,714.75,728.1875,708.0625,6220,6220,5858,5858,29.85,29.85,37.64,37.64,11.9,11.9,16.15,16.15,13.1,13.1,7.74,7.74,2941,8221,6043.215742944577,632.9295349121094,649.4669799804688,619.433837890625,-30,521.1380533281799,517.6186882467831,373.51421643035184,358.3936795034372,4.228253610374341,9066.29575619035,94.09409910821549,1376.9524981603597,6.618968486785889,37.5625,60,60,60,60,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-02-09,澳洲,澳洲,印尼,印尼,785.375,667.4375,751.4375,757.5,6220,6220,5861,5861,29.85,29.85,38.16,38.16,11.9,11.9,16.78,16.78,13.1,13.1,7.41,7.41,2961.75,8143,6037.098484848485,626.4074660201206,639.4566650390625,611.037109375,-27.06350933133489,514.7278894292729,511.2045641262513,371.2249863568474,363.4721381999059,2.200647560662296,9180.162980607649,102.57209105625786,921.6011938304853,6.57421875,37.34375,60,60,60,60,1,1,1,1
2026-02-10,澳洲,澳洲,印尼,印尼,777.0625,682.0625,777.125,763.0625,6220,6220,5858,5858,29.85,29.85,37.64,37.64,11.9,11.9,16.15,16.15,13.1,13.1,7.74,7.74,2999.3125,8108,6034.108108108108,624.5494362911605,634.967041015625,611.2553100585938,-27.657871295119186,516.148326864023,512.5934619562096,371.1432813951731,371.07598588203354,2.719954878405656,9366.028514559155,101.05759069925683,722.1692708495938,6.737548828125,37.47439956665039,60,60,60,60,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158
2026-02-11,澳洲,澳洲,印尼,印尼,758.375,675.6875,777.25,731.4375,6220,6220,5858,5858,29.85,29.85,37.64,37.64,11.9,11.9,16.15,16.15,13.1,13.1,7.74,7.74,2942.75,8153,6034.410033132274,626.5805244153113,638.2178955078125,617.0330810546875,-28.68337820253104,523.9570320305007,520.4395163845833,370.33767590925214,364.3373920669185,4.193117309549715,9197.951219036699,87.17960384007915,2381.127271393681,6.57421875,37.5625,60,60,60,60,1,1,1,1
2026-02-12,澳洲,澳洲,印尼,印尼,751.75,695.6875,741.875,740.6875,6220,6220,5858,5858,29.85,29.85,37.64,37.64,11.9,11.9,16.15,16.15,13.1,13.1,7.74,7.74,2930,8109,6036.830162116041,622.6139829201467,633.7789916992188,613.5902099609375,-29.966764886665832,522.3305721429302,518.8648266804493,371.11407482410635,362.85358160358163,5.156225354878922,9165.771364468867,92.77426493808132,1649.7594568979405,6.69921875,37.536956787109375,60,60,60,60,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842
2026-02-13,澳洲,澳洲,印尼,印尼,771,688.0625,738.1875,725.8125,6220,6220,5858,5858,29.85,29.85,37.64,37.64,11.9,11.9,16.15,16.15,13.1,13.1,7.74,7.74,2923.0625,8020,6038.694263294063,619.8799755359854,631.9848022460938,605.69775390625,-30,522.7301329785905,519.20640735675,372.0703702137809,365.49992966167264,0,9240.754125553914,94.25947840418308,1511.0696296008957,6.846402168273926,37.80519485473633,60,60,60,60,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158
2026-02-14,澳洲,澳洲,印尼,印尼,770.4375,684.375,731.3125,652.625,6220,6220,5864,5864,29.85,29.85,38.67,38.67,11.9,11.9,17.4,17.4,13.1,13.1,7.08,7.08,2838.75,7833,6046.444121532365,600.1336465430686,637.6742553710938,554.4027099609375,-30,524.026776325977,520.5782548362946,368.85298948946513,364.3733111619206,0,9216.585962447169,101.05579592809653,875.5424985470979,8.91015625,42.76290512084961,60,60,60,60,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2999999523162842
2026-02-16,澳洲,澳洲,澳洲,,278.875,212.8125,235.4375,,6220,6220,6220,,29.85,29.85,29.85,,11.9,11.9,11.9,,13.1,13.1,13.1,,931.5,2511,4855.305958132045,192.8873086097505,620.3671875,-0.298828125,-12.391304347826088,354.3728491741678,351.99604889072117,263.5106937769429,365.7672260361048,0,7547.049572845156,41.937366641695846,201.6031767511002,6.823192119598389,37.82526779174805,60,60,60,60,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858
2026-03-25,澳洲,澳洲,,,324.5625,224.375,,,6303,6303,,,27.93,27.93,,,11,11,,,12.14,12.14,,,619.125,1713,5588.456390066626,131.6879819277531,417.5625,-0.298828125,-20.01563356843446,417.5725721666575,415.7003230414427,276.15162003070805,361.4273204903678,0,8450.930305604203,49.76229251681082,96.98107627224739,101.03515625,34.612144470214844,60,60,60,60,1,1,1,1
2026-03-26,澳洲,印尼,印尼,印尼,731.125,642,735.1875,476,6303,5854,5854,5854,27.93,38.76,38.76,38.76,11,15.82,15.82,15.82,12.14,4.77,4.77,4.77,2584.3125,6943,5981.0260949478825,534.5220617894322,645.0386352539062,397.0660095214844,-28.58875663445124,514.5907273938893,511.19054235277883,362.6561429933514,372.7639000805802,1.8950226597905981,9322.966708501208,85.92972022249266,364.24445919612486,5.93113899230957,34.8125,60,60,60,60,1,1,1,1
2026-03-27,澳洲,印尼,印尼,印尼,693.25,687.125,851.875,820.5625,6220,5854,5854,5854,29.85,38.76,38.76,38.76,11.9,15.82,15.82,15.82,13.1,4.77,4.77,4.77,3052.8125,8267,5937.113358583274,636.3926329942005,665.495849609375,577.479248046875,-30,530.4169526941636,526.655407995824,383.6443399492737,370.22083333333336,7.52,9200.413424666667,140.39437376446736,981.4398806247565,6.9609375,37.84375,60,60,60,60,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071
2026-03-28,澳洲,澳洲,印尼,印尼,697.75,626.875,781.5,837.6875,6220,6220,5854,5854,29.85,29.85,38.76,38.76,11.9,11.9,15.82,15.82,13.1,13.1,4.77,4.77,2943.8125,8211,6018.688732723297,631.7742419620914,654.1611328125,568.0211791992188,-30,528.1249271792828,524.3340054485194,385.7596838285246,358.42667685966893,4.39,9023.479797380842,340.7495140017146,453.40022215391974,6.459989547729492,36.51266098022461,60,60,60,60,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-03-30,澳洲,印尼,印尼,印尼,796.0625,605.6875,732.875,835.125,6277,6131,6131,5854,30.31,38.73,38.73,38.76,11,14.89,14.89,15.82,12.14,4.1,4.1,4.77,2969.75,8282,6092.241013553329,637.0955928402484,667.7906494140625,584.4525146484375,-30,530.8470021903972,527.1813338882173,382.04837378030993,363.2804512303183,2.71,9258.810025696952,378.07120054886053,701.0389616788195,6.806769847869873,37.3565788269043,60,60,60,60,1,1,1,1
2026-03-31,澳洲,印尼,印尼,印尼,746.625,717.625,821.625,796.5625,6277,6131,6131,5854,30.31,38.73,38.73,38.76,11,14.89,14.89,15.82,12.14,4.1,4.1,4.77,3082.4375,8542,6094.781727123421,657.769689691646,675.5040283203125,645.0385131835938,-29.932627504743884,532.4278629234685,528.6222236028412,392.56055112872895,364.3010333398323,5.48,9291.569972509262,382.23214901194854,717.4471366082311,7.156313896179199,38.36497497558594,60,60,60,60,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-04-01,澳洲,印尼,印尼,印尼,795.9375,720.75,850.6875,824,6277,6131,6131,5854,30.31,38.73,38.73,38.76,11,14.89,14.89,15.82,12.14,4.1,4.1,4.77,3191.375,8564,6095.892522815401,658.8855820287524,678.2854614257812,623.27294921875,-29.908266828493083,533.533175026974,529.5882048545895,397.0921721007208,372.07037616533023,5.0639448453544995,9492.753676869419,188.3904200892924,1408.7045826436308,7.291334629058838,38.82534408569336,60,60,60,60,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-04-02,印尼,印尼,印尼,印尼,882.3125,667.875,805.6875,790.6875,5854,6131,6131,6131,38.76,38.73,38.73,38.73,15.82,14.89,14.89,14.89,4.77,4.1,4.1,4.1,3146.5625,8574,6053.32775846658,659.688820451117,670.7171020507812,650.3527221679688,-30,535.1023984943205,530.998959436441,401.40566649766225,367.58719968230855,2.9243099074566894,9307.785100337547,96.87624735722457,1677.2172649803065,7.4501800537109375,39.200279235839844,60,60,60,60,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-04-04,澳洲,澳洲,澳洲,澳洲,269,115.5625,71.6875,23.9375,6277,6277,6277,6277,30.31,30.31,30.31,30.31,11,11,11,11,12.14,12.14,12.14,12.14,480.1875,1144,6277,88.01256993803602,560.1314086914062,-0.298828125,-24.01169753440506,360.61699737002476,358.6036760861916,244.26691207495492,419.7443181818182,,11023.73159659091,46.411510810248636,74.96490787789035,5.2237372398376465,31.65625,60,60,60,60,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-04-06,印尼,印尼,印尼,印尼,707.3125,593.6875,705.5625,769,5905,5905,5905,5905,37.21,37.21,37.21,37.21,16.3,16.3,16.3,16.3,8.01,8.01,8.01,8.01,2775.5625,7708,5905,592.4883632025756,663.8192138671875,531.457763671875,-30,530.8306208852002,526.909356509938,388.386771902099,358.5791577641464,4.2966518802394456,8859.243132883037,127.02178349214442,940.1824521213541,7.575164318084717,39.34375,60,60,60,60,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421
2026-04-07,印尼,印尼,印尼,印尼,674.1875,593.4375,799.9375,788.5,5905,5905,5905,5905,37.21,37.21,37.21,37.21,16.3,16.3,16.3,16.3,8.01,8.01,8.01,8.01,2856.0625,7436,5905,572.1345717486213,636.0975341796875,536.759521484375,-30,531.3112843701297,527.5020949419807,384.0642669365534,384.52669902912623,1.883689217252435,9500.31658009709,158.2122364288096,381.30704445119403,6.762709617614746,37.8125,60,60,60,60,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071
2026-04-08,印尼,印尼,印尼,印尼,849.75,639.5625,766.1875,817.6875,5854,5854,5854,5854,38.76,38.76,38.76,38.76,15.82,15.82,15.82,15.82,4.77,4.77,4.77,4.77,3073.1875,8248,5854,633.0975482287005,658.7423095703125,613.5994873046875,-30,532.9063716020121,528.7930953081916,394.24728639412416,373.7445959428001,2.862285344020778,9154.177217692051,105.13922125970007,1920.8134784259455,7.34660530090332,38.830772399902344,60,60,60,60,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.2000000476837158
