日期,磨煤機,煤源_保證,用煤量_保證,熱值_kcalkg_保證,揮發份_pct_保證,總水份_pct_保證,灰份_pct_保證,用煤量合計_保證,發電量_保證_MWh,平均熱值_保證_kcalkg,保證時段發電量_avg_MW,保證時段發電量_max_MW,保證時段發電量_min_MW,燃燒器角度_度,主蒸汽溫度_C,再熱蒸汽溫度_C,溫度Tag_C,原煤耗_g,未燃碳_飛灰保證_pct,熱耗率,SCR入口NOx,SCR入口CO,冷凝器真空度,冷凝器出口水溫_C,燃燒風門開度_A_pct,燃燒風門開度_B_pct,燃燒風門開度_C_pct,燃燒風門開度_D_pct,火上風門開度_FCP,火上風門開度_FCS,火上風門開度_FCT,火上風門開度_FCF
2026-05-25,B,澳洲,795.0849609375,6387,29.79,9.8,12.4,3078.1064453125,8424,6231.1985893950505,649.4223732716592,658.939697265625,642.048828125,-30,523.4366386394062,523.9907927452145,376.7501549684178,367.4699212234153,2.8917696794110634,9551.067002786069,111.11102088089184,555.6409739326028,9.3125,44.20978927612305,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-25,C,印尼,733.732421875,6070,37.46,15.9,4.78,3078.1064453125,8424,6231.1985893950505,649.4223732716592,658.939697265625,642.048828125,-30,523.4366386394062,523.9907927452145,376.7501549684178,367.4699212234153,2.8917696794110634,9551.067002786069,111.11102088089184,555.6409739326028,9.3125,44.20978927612305,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-25,D,印尼,779.1171875,6070,37.46,15.9,4.78,3078.1064453125,8424,6231.1985893950505,649.4223732716592,658.939697265625,642.048828125,-30,523.4366386394062,523.9907927452145,376.7501549684178,367.4699212234153,2.8917696794110634,9551.067002786069,111.11102088089184,555.6409739326028,9.3125,44.20978927612305,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-26,A,澳洲,753.3720703125,6387,29.79,9.8,12.4,3077.8662109375,8428,6251.686918157777,648.757261310392,660.8546142578125,638.5650024414062,-30,524.608662012593,525.0805109906989,374.195947281235,364.1672436896293,4.171779102067449,9479.463375665402,113.56102087308683,744.1480222541048,9.062654495239258,43.839378356933594,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-26,B,澳洲,793.333984375,6387,29.79,9.8,12.4,3077.8662109375,8428,6251.686918157777,648.757261310392,660.8546142578125,638.5650024414062,-30,524.608662012593,525.0805109906989,374.195947281235,364.1672436896293,4.171779102067449,9479.463375665402,113.56102087308683,744.1480222541048,9.062654495239258,43.839378356933594,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-26,C,印尼,757.5673828125,6115,38.18,16,4.25,3077.8662109375,8428,6251.686918157777,648.757261310392,660.8546142578125,638.5650024414062,-30,524.608662012593,525.0805109906989,374.195947281235,364.1672436896293,4.171779102067449,9479.463375665402,113.56102087308683,744.1480222541048,9.062654495239258,43.839378356933594,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-26,D,印尼,773.5927734375,6115,38.18,16,4.25,3077.8662109375,8428,6251.686918157777,648.757261310392,660.8546142578125,638.5650024414062,-30,524.608662012593,525.0805109906989,374.195947281235,364.1672436896293,4.171779102067449,9479.463375665402,113.56102087308683,744.1480222541048,9.062654495239258,43.839378356933594,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-27,A,澳洲,738.8134765625,6387,29.79,9.8,12.4,3018.55078125,8437,6250.833684676396,647.4825785995445,657.677734375,634.9556884765625,-30,525.1576481109385,525.6235844838955,373.1643129626808,353.0990151447317,5.068769711728623,9190.558429454999,121.86422572416417,293.69823774352403,9.28515625,44.214088439941406,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-27,B,澳洲,768.6162109375,6387,29.79,9.8,12.4,3018.55078125,8437,6250.833684676396,647.4825785995445,657.677734375,634.9556884765625,-30,525.1576481109385,525.6235844838955,373.1643129626808,353.0990151447317,5.068769711728623,9190.558429454999,121.86422572416417,293.69823774352403,9.28515625,44.214088439941406,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-27,C,印尼,766.0048828125,6115,38.18,16,4.25,3018.55078125,8437,6250.833684676396,647.4825785995445,657.677734375,634.9556884765625,-30,525.1576481109385,525.6235844838955,373.1643129626808,353.0990151447317,5.068769711728623,9190.558429454999,121.86422572416417,293.69823774352403,9.28515625,44.214088439941406,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-27,D,印尼,745.1162109375,6115,38.18,16,4.25,3018.55078125,8437,6250.833684676396,647.4825785995445,657.677734375,634.9556884765625,-30,525.1576481109385,525.6235844838955,373.1643129626808,353.0990151447317,5.068769711728623,9190.558429454999,121.86422572416417,293.69823774352403,9.28515625,44.214088439941406,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-28,A,澳洲,741.181640625,6387,29.79,9.8,12.4,3055.958984375,8416,6251.032160526533,647.4454788247033,662.0430297851562,633.621337890625,-30,525.2737864618716,525.7987571774846,371.33259028364023,361.698902677226,8.81699934009771,9407.347603721264,103.74277355847761,1416.6546884034296,9.41015625,44.432945251464844,60,60,50,50,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421
2026-05-28,B,澳洲,787.1591796875,6387,29.79,9.8,12.4,3055.958984375,8416,6251.032160526533,647.4454788247033,662.0430297851562,633.621337890625,-30,525.2737864618716,525.7987571774846,371.33259028364023,361.698902677226,8.81699934009771,9407.347603721264,103.74277355847761,1416.6546884034296,9.41015625,44.432945251464844,60,60,50,50,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421
2026-05-28,C,印尼,761.7626953125,6115,38.18,16,4.25,3055.958984375,8416,6251.032160526533,647.4454788247033,662.0430297851562,633.621337890625,-30,525.2737864618716,525.7987571774846,371.33259028364023,361.698902677226,8.81699934009771,9407.347603721264,103.74277355847761,1416.6546884034296,9.41015625,44.432945251464844,60,60,50,50,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421
2026-05-28,D,印尼,765.85546875,6115,38.18,16,4.25,3055.958984375,8416,6251.032160526533,647.4454788247033,662.0430297851562,633.621337890625,-30,525.2737864618716,525.7987571774846,371.33259028364023,361.698902677226,8.81699934009771,9407.347603721264,103.74277355847761,1416.6546884034296,9.41015625,44.432945251464844,60,60,50,50,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421
2026-05-29,A,澳洲,736.271484375,6387,29.79,9.8,12.4,3048.751953125,8437,6239.815938706989,648.2975269522508,656.2908935546875,639.106201171875,-30,524.4718497586067,524.9839870130925,372.17971411507455,356.68768641208686,3.9305564671289113,9267.491566740113,114.92538458002193,295.9179140076308,9.562060356140137,44.6920280456543,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-29,B,澳洲,788.787109375,6387,29.79,9.8,12.4,3048.751953125,8437,6239.815938706989,648.2975269522508,656.2908935546875,639.106201171875,-30,524.4718497586067,524.9839870130925,372.17971411507455,356.68768641208686,3.9305564671289113,9267.491566740113,114.92538458002193,295.9179140076308,9.562060356140137,44.6920280456543,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-29,C,印尼,765.3984375,6092.5,37.82,15.95,4.52,3048.751953125,8437,6239.815938706989,648.2975269522508,656.2908935546875,639.106201171875,-30,524.4718497586067,524.9839870130925,372.17971411507455,356.68768641208686,3.9305564671289113,9267.491566740113,114.92538458002193,295.9179140076308,9.562060356140137,44.6920280456543,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-29,D,印尼,758.294921875,6092.5,37.82,15.95,4.52,3048.751953125,8437,6239.815938706989,648.2975269522508,656.2908935546875,639.106201171875,-30,524.4718497586067,524.9839870130925,372.17971411507455,356.68768641208686,3.9305564671289113,9267.491566740113,114.92538458002193,295.9179140076308,9.562060356140137,44.6920280456543,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
