日期,煤源_保證_A,煤源_保證_B,煤源_保證_C,煤源_保證_D,用煤量_保證_A,用煤量_保證_B,用煤量_保證_C,用煤量_保證_D,熱值_kcalkg_保證_A,熱值_kcalkg_保證_B,熱值_kcalkg_保證_C,熱值_kcalkg_保證_D,揮發份_pct_保證_A,揮發份_pct_保證_B,揮發份_pct_保證_C,揮發份_pct_保證_D,總水份_pct_保證_A,總水份_pct_保證_B,總水份_pct_保證_C,總水份_pct_保證_D,灰份_pct_保證_A,灰份_pct_保證_B,灰份_pct_保證_C,灰份_pct_保證_D,用煤量合計_保證,發電量_保證_MWh,平均熱值_保證_kcalkg,保證時段發電量_avg_MW,保證時段發電量_max_MW,保證時段發電量_min_MW,燃燒器角度_度,主蒸汽溫度_C,再熱蒸汽溫度_C,溫度Tag_C,原煤耗_g,未燃碳_飛灰保證_pct,熱耗率,SCR入口NOx,SCR入口CO,冷凝器真空度,冷凝器出口水溫_C,燃燒風門開度_A_pct,燃燒風門開度_B_pct,燃燒風門開度_C_pct,燃燒風門開度_D_pct,火上風門開度_FCP,火上風門開度_FCS,火上風門開度_FCT,火上風門開度_FCF
2026-04-06,印尼,印尼,印尼,印尼,639.40625,688.78125,617.96875,642.21875,5905,5905,5905,5905,37.21,37.21,37.21,37.21,16.3,16.3,16.3,16.3,8.01,8.01,8.01,8.01,2588.375,7146,5905,550.7072542000304,595.524658203125,489.5739440917969,-30,534.9675638730569,534.5316297916501,374.323888832346,353.81170307956154,2.746682171282453,8741.455918369249,126.84105004313047,3107.609097180769,6.643126010894775,38.10266876220703,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-04-07,印尼,印尼,印尼,印尼,717.53125,810.1875,630.4375,758.09375,5905,5905,5905,5905,37.21,37.21,37.21,37.21,16.3,16.3,16.3,16.3,8.01,8.01,8.01,8.01,2916.25,7701,5905,591.4686168465773,617.51171875,543.3272705078125,-30,525.8547252059898,525.6926739782933,382.0882337331162,376.20677233429393,1.3305583703494053,9294.760144812679,119.03474173582423,913.6458226567339,7.1885857582092285,39.50447463989258,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-04-08,印尼,印尼,印尼,印尼,735.21875,789.71875,638.6875,700.9375,5854,5854,5854,5854,38.76,38.76,38.76,38.76,15.82,15.82,15.82,15.82,4.77,4.77,4.77,4.77,2864.5625,7894,5854,604.1414688773777,611.46875,597.3367309570312,-30,524.1772171761984,523.9817634836182,384.36616129765423,367.0782831760898,3.31440254849045,8990.89831247848,100.71866298392605,3652.9747549188714,7.704367637634277,40.78125,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-04-09,印尼+澳洲,印尼+澳洲,印尼+澳洲,印尼+澳洲,761.96875,779.40625,661.25,691.28125,6065.5,6065.5,6065.5,6065.5,34.54,34.54,34.54,34.54,13.41,13.41,13.41,13.41,8.46,8.46,8.46,8.46,2893.90625,7902,6065.5,606.8528574287434,613.7999267578125,596.6014404296875,-30,529.2775042209479,528.9045119809982,383.79827904274396,360.4794720903022,2.65848224151215,9148.266787640236,104.53291797881846,3396.904370300605,7.614212989807129,40.5,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-04-10,澳洲,印尼,印尼,印尼,747.0625,737.84375,613.125,644.75,6277,5905,5905,5905,30.31,37.21,37.21,37.21,11,16.3,16.3,16.3,12.14,8.01,8.01,8.01,2742.78125,8029,6006.32315510032,616.4147334184183,626.3369750976562,608.0731811523438,-30,531.158302872992,530.8882487655601,386.1511043929078,346.9037674735765,2.5682865337960505,8714.811365922265,117.5946649419682,2227.5647404468273,7.579413890838623,40.51344299316406,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-16,澳洲,澳洲,澳洲,印尼,677.8365478515625,625.5713500976562,581.9636535644531,695.6948471069336,6257,6257,6257,6070,26.2,26.2,26.2,37.46,9.4,9.4,9.4,15.9,13.85,13.85,13.85,4.78,2581.0663986206055,8094,6206.596439487755,620.877211314638,660.0035400390625,490.1167297363281,-30,530.8523430007193,531.4052703154971,373.4133565370994,322.98507788927003,1.7916928457045986,8357.555526721273,116.61242373337221,684.5783443060677,8,41.15625,60,60,50,50,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
2026-05-18,澳洲,澳洲,澳洲,印尼,754.153564453125,682.140625,670.9072265625,771.26171875,6257,6257,6257,6070,26.2,26.2,26.2,37.46,9.4,9.4,9.4,15.9,13.85,13.85,13.85,4.78,2878.463134765625,8400,6206.894810301958,648.3742992664542,657.1611938476562,638.8796997070312,-30,529.8905074565916,530.3262799743496,383.52279608450885,341.69691644155205,2.316999138308512,8875.220589813822,126.18929359065298,407.5056799964222,9.20544147491455,43.96875,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-19,澳洲,澳洲,澳洲,印尼,814.233642578125,739.78173828125,659.08740234375,770.920654296875,6257,6257,6257,6070,26.2,26.2,26.2,37.46,9.4,9.4,9.4,15.9,13.85,13.85,13.85,4.78,2984.0234375,8437,6208.688662849681,648.5506830630095,660.5357666015625,639.099609375,-30,526.5341484674713,526.9618968914842,383.7903771754116,355.4620960027156,8.373235335414567,9226.423361324012,120.61687931929099,779.6175344813511,9.097014427185059,43.77669906616211,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-20,澳洲,澳洲,印尼,印尼,875.7255859375,766.78271484375,714.49462890625,765.6181640625,6387,6387,6070,6070,29.79,29.79,37.46,37.46,9.8,9.8,15.9,15.9,12.4,12.4,4.78,4.78,3122.62109375,8437,6236.742975121061,648.4485924762229,661.62060546875,639.9246826171875,-30,526.5022003876279,526.8790511889836,380.34681026527034,370.7371386661391,2.052317219445356,9648.577552755662,107.87148386377203,1080.9419801326665,9.062929153442383,43.75437545776367,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
2026-05-21,澳洲,澳洲,印尼,印尼,772.73681640625,762.0615234375,726.572265625,771.17578125,6387,6387,6070,6070,29.79,29.79,37.46,37.46,9.8,9.8,15.9,15.9,12.4,12.4,4.78,4.78,3032.54638671875,8373,6230.436481981369,642.6323648047874,661.6031494140625,632.8261108398438,-30,524.1598694159857,524.6333068691556,376.7039551795901,363.6627667320738,4.15636441642718,9477.871805902107,113.36051415055609,478.3489844183178,9.000271797180176,43.65625,60,60,50,50,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
